SAMPLE_ID,KRT17,ESR1,KRT14,EGFR,KRT5,DDX41,STAT5A,STAT5B,MKI67,CDC20,RFWD3,SIAH2,CDH3,SMIM14,FCN1,ACTR3B,RAB17,SUSD3,TYMS,INAVA,PRRG2,DNMT3B,PBK,TTYH1,IL34,SLC39A6,OVOL2,FABP5,CLEC10A,ELF5,MAGED2,ABAT,SLC43A3,FOXC1,RERG,RPL21,BCL10,PLPP3,RMND5B,MARCHF6,ISCU,PRNP,GSK3B,RPL10A,C1R,FOXP1-IT1,EZR,CFH,SDHD,KLRB1,ZFP36L2,ARFGAP1,SELENOF,CHTF18,CTHRC1,HSD17B6,LRRC38,CES1,ATP1A2,SCN2A,COL10A1,PENK,CXCL3,MRGPRX2,BGN,SLC10A6,CCDC141,PKHD1L1,OR2L13,DSC1
MB-7107,0.14986089,1.1987981,0.054286353,-0.88157624,-0.39150083,0.8477862,0.10997265,0.12216869,0.40769735,-0.39899814,0.6021499,0.47577962,-0.60194814,0.3807038,-1.1350142,-0.33171648,0.48847657,-0.73901474,-0.9355653,-0.19944943,1.0205424,-0.07938069,0.48307824,-0.4157938,0.78740156,1.134313,1.5711049,-1.6515828,-0.86738116,1.655383,1.3736545,0.79999846,0.3731064,-0.6504365,0.62424284,-0.4757797,-0.16905658,-0.9945486,1.8769246,0.7777024,-1.0130441,0.0069992025,0.5853518,-0.029993502,-1.217095,0.41829458,1.5766037,-1.093724,0.3008237,-1.2517837,-1.7764503,-0.018095437,-0.7203189,-0.005299178,-1.1120187,-0.774305,-0.37040696,-0.21214624,0.2606354,0.23454022,-0.59645087,0.08487861,0.00019954114,-1.3198645,-0.8420881,0.6631319,0.8206928,-1.6742765,0.5869522,-0.7037219
MB-7076,-0.66123486,1.0654318,-0.30452314,-0.67112947,-0.8118945,-1.4509318,-0.21664509,-0.12676825,-0.27872983,-0.24913615,-1.4019462,1.4707268,-1.1585076,0.26953205,-1.3862507,-0.29502574,1.1327138,0.7130196,-0.7534112,-1.0679305,1.1786025,-1.0210426,-0.33061633,-0.6066456,-0.70622075,1.0216415,-1.5177177,-1.3587568,-0.87108016,-1.1039207,0.7211193,0.7092215,-0.5875514,-1.1982983,1.1751043,0.4735807,-0.1931505,0.11567088,-0.24134007,-0.12147025,-0.42329302,-0.5814524,-0.6780292,0.79069984,-0.58685356,-0.115170784,0.2393417,-1.0844263,0.48667675,-1.1884997,-0.5349635,-1.5772014,0.15935865,-1.1245177,-1.0401368,-1.3001722,0.86998,-1.0679297,-0.17175516,-0.23384151,-0.9924509,0.1935511,-1.4520335,-0.935962,-0.88567716,-1.7475592,-0.108572066,-0.44408774,-0.8960743,-0.33641472
MB-7111,1.1394117,-0.23544015,0.14586325,-0.29892355,0.3373148,-0.46338186,0.4646833,-0.098975286,0.7889014,1.7185646,0.86828303,-0.26733157,0.5306659,-0.13176602,1.2673793,-0.6788288,-0.29452544,0.9686553,1.2444859,-0.45738444,-0.65883255,1.8360354,0.9824521,-0.14076331,-0.79229903,-0.5963491,-0.081679136,-0.107872665,0.94876033,0.1378659,-0.99004865,-0.8158926,0.08857813,0.29442513,0.012696758,0.73821384,-0.03219112,0.99924767,-0.74041396,0.8729783,-0.01579581,0.11037314,-0.33991453,0.6175434,0.06708196,0.4986743,0.98175395,-0.41349566,-0.29662555,1.0777289,0.509073,0.20234884,0.99644697,-0.014596841,0.19535142,-0.21904528,0.71811825,-0.36140844,0.1401659,-0.23004247,-0.39130273,0.33211598,-1.7140673,-0.85308295,-0.35081208,-1.4458354,-0.3787037,-0.117270425,-0.04728809,0.31662023
MB-7015,-0.9609593,0.58665246,-0.7542097,-0.18895137,-0.8686801,0.11647131,-0.8524849,-0.39490032,-0.011597078,0.028093528,2.3283162,1.7094662,0.82629126,-0.57345384,-0.8488864,-0.3570101,0.39639986,1.0900247,0.7699053,1.0896258,0.12856817,-0.50787246,1.2379876,-0.33071533,-1.0832254,0.023593983,0.65753484,-0.72981566,-0.9768535,0.47897983,0.31302235,1.0966234,-0.29752454,-1.0383387,0.695225,0.6442376,1.0933248,-0.5357645,-0.2749316,-1.0977235,-0.14366356,-0.56355697,-0.60164845,0.66403174,0.33231524,-1.2986722,0.62104523,-0.003899014,0.32701707,-1.1596069,-0.37160474,0.40029883,0.04108855,0.7705057,0.34981245,1.2951723,0.8497851,-0.68072766,-0.35630846,-0.8370892,0.93236315,-0.35640967,-0.34981206,0.009998068,0.17475536,-0.49057668,0.3277175,0.016495721,-0.9704556,-0.61054546
MB-7026,-1.4562345,-0.5083713,-1.0611324,-0.4596829,-0.9765529,0.16096005,0.29202682,-1.0738283,-1.1845018,-0.7455102,-0.7489104,0.87027943,-0.6465369,0.94676,-0.8377892,-0.3135211,-0.8637815,0.5779537,0.01899441,-0.30732223,0.14326446,-1.0616324,-0.8062963,-0.34471178,-0.021793827,-0.26883203,-0.0036987637,1.2948731,-0.57145584,0.4113969,-0.03199056,-0.4259912,0.525468,-0.30032483,-0.3991996,0.98365194,0.8092965,0.36500788,-1.1941992,-2.1372604,0.9155692,0.19275238,-0.429192,1.119917,0.70082253,-0.88037765,-0.4207914,0.5361647,0.7471111,0.087278545,-0.24513666,-0.44758686,0.763006,-1.5235175,1.0799282,1.7103674,1.0368378,-0.675629,-0.12946586,-0.73601466,1.5516068,-0.34891158,-0.23654065,0.75300956,0.32741684,0.11307083,-1.2058944,-0.51436996,0.04548854,-0.37590474
MB-7013,-1.3608586,0.83389014,-1.106221,-0.8007967,-0.84928507,0.13526656,-0.66093314,1.071928,-0.60154855,-0.6522339,-0.6128446,2.4063892,-0.90177244,0.8159932,-1.3227667,-0.3641083,0.5192688,0.540863,-1.1426132,-0.9174685,0.86898077,-1.1749038,-0.506372,-0.30792108,-0.934663,1.0004468,0.8464873,-1.2503842,-0.87158006,0.9528603,-0.9085692,1.616192,-0.7512101,-0.73021644,0.5131708,-0.8575834,0.51657045,0.10887261,0.8917736,-0.46988216,0.85678405,-0.6691304,-0.567757,-1.4724303,-0.5965512,1.351959,0.273733,-0.8114952,-0.21164702,-1.4385366,-0.9857497,-0.33921427,-0.23074272,-0.5347661,-0.80379647,-0.04538915,1.3331631,-0.9342635,-0.42589083,-0.9995482,-0.021796016,-0.41859394,-1.299872,1.1630056,-0.8480866,-0.09577641,-0.27972877,-0.088477716,-0.5973496,0.15466116
MB-7023,1.3926479,-1.7964464,0.77140546,0.8639824,0.5942498,0.5700565,0.13786562,-1.6873729,1.9532082,2.324811,1.0852284,-0.0877772,0.7834021,-2.820983,0.0034984096,-0.5618583,-2.7864954,-1.4989234,0.63683885,0.775105,-1.8835225,0.634039,1.965304,-0.26763123,0.9190683,-0.85158455,-2.0270896,2.0132916,-0.5334654,-0.23883903,-0.29742354,-1.2258887,1.6263903,1.1716039,-1.562007,0.08847787,0.5660579,-0.66683143,-1.4481351,-0.9106707,0.22574326,1.157709,0.6233423,0.5167688,0.5920499,-1.406345,-0.60254544,0.55655956,-0.08537886,-0.15436053,1.0024484,0.11597068,0.4011975,-0.21114743,1.5811018,-0.960458,1.5853995,-0.8253911,-0.33081493,-0.8638824,-1.0168447,-0.7325144,-1.1477104,1.0660301,0.88907516,-0.0688832,-0.43648908,2.0443826,-0.43249106,0.46768203
MB-7024,-1.3108711,0.8987737,-1.1247163,-0.8643806,-0.99944705,0.38800257,0.9339651,-0.28072926,-0.26243392,0.07948049,0.3786061,-0.36530668,0.084478565,-1.2950705,-0.3727066,-1.0319395,-0.38930148,0.007397332,1.6814759,0.44858727,-1.1642046,0.008297147,2.0710773,-0.55675817,-0.16215834,-0.0014996667,-0.3170199,0.14866257,0.11097183,-0.22474259,0.39730105,-0.82738966,-0.0025988882,-1.5111194,1.3901501,-0.040589552,0.7958,-0.76270723,0.76270616,-0.93416476,-0.102274,0.6844284,0.20174871,0.5495606,0.0043977224,-1.7965466,0.077582605,0.034791224,-0.16345917,-0.20014898,-1.416741,0.6575338,-0.20494923,-0.13786584,0.51597047,1.0295393,0.8879754,-0.22494298,0.35171235,-0.88637674,1.0346372,-0.4187939,0.7890003,-0.10017398,-1.4224417,-2.8649771,-0.44928586,0.7018223,-0.38570285,0.075281225
MB-7014,0.43868813,0.018195862,0.64453745,1.6818756,-0.07668046,-0.56565595,-0.5193688,-1.6455835,-0.68422776,-0.26293266,-0.86008245,-0.86378014,-0.118770115,-1.1023195,1.098422,-0.008798032,0.5736551,-0.99245095,-0.10007562,1.6741785,2.437484,-0.4643834,-0.48167816,-0.22954087,0.15706095,-0.34541264,-0.471681,0.28332856,1.5009209,0.5944507,-0.044787325,-0.78769964,0.42049444,-0.30302414,0.6642328,0.93006545,0.72661746,0.241839,-0.312822,-2.1587553,0.43579027,0.6243435,-0.110572435,1.3756527,0.7971983,-1.1887,0.52906847,0.7230176,0.5865516,0.5442633,0.44188994,-0.17545567,0.7262153,-1.1068223,1.0878261,1.3072692,1.9288127,-0.79029995,-0.33821303,-0.6712311,1.1178162,-0.48347747,-0.42429325,-0.115670055,-0.048788246,-0.3579102,0.12226951,0.8720792,-0.08967741,-1.0387373
MB-7017,1.4935224,-1.8605301,3.1131146,-0.07418039,2.361303,-0.25513458,0.16975757,-1.3916478,0.14506347,1.2742773,0.36370987,-0.781501,1.6349871,-2.0604763,0.014595608,2.6821222,-1.8326365,-1.1514109,1.4684294,1.6544833,-0.35660905,-1.4761277,1.1793025,3.3077652,2.7101154,-1.1543078,-0.7146199,1.826439,-0.33831474,2.5765505,-1.8345355,-1.3253636,2.5030694,2.3650029,0.27723017,0.9729547,0.52376854,-0.4925755,-1.4950233,-1.680876,-0.40889665,1.6301899,-0.21664566,0.30272275,0.98055214,-1.6095936,-0.7173164,-0.059484985,0.4638825,0.21574616,0.13986616,-1.155808,-0.16975814,-0.69962466,0.84788674,1.8202397,1.8077433,-1.4284385,-0.041488133,0.083878264,1.1363115,-0.3693064,0.11177136,0.11887045,1.2611812,-0.039790556,0.16135962,0.9380625,-0.07977991,0.060085066
MB-7019,-0.9341661,0.5142708,-1.0720296,-0.50767076,-1.0373375,-0.19964865,-0.36260828,-1.1186169,-0.9726551,-0.7668048,-1.5160176,0.600248,-1.117618,-0.84828407,-0.29852533,-0.64713675,-0.304123,1.2492847,-0.30172485,-0.9689555,-0.20274799,-0.9104707,-0.9072708,-0.61814266,-1.0711285,0.952159,0.27033225,0.067982934,-0.35770983,-0.9267654,0.24763885,1.1978978,0.22384404,-0.6464375,0.31921962,1.1513097,1.2700802,0.9619571,0.085377365,-1.7882488,0.7597085,1.1547098,-0.59854925,0.6714299,1.2105943,-1.6049948,-1.2478822,0.96315694,1.214893,-0.0058979625,1.1339153,-1.2519836,1.1630049,-0.6493373,1.5016217,2.4504805,0.64613646,0.7590081,-0.14616165,0.06608276,2.1471565,-0.5639571,-0.3591097,-0.33531433,0.31222066,0.38070324,-0.39330003,1.0733283,-0.8049972,-0.39939883
MB-3510,0.7308146,1.234289,0.89237493,-0.37460443,0.4239929,-0.12076862,0.7831031,0.39679912,-0.46548283,-0.65143406,-0.9089702,0.7087204,-0.3662076,0.6693304,-1.064732,-0.64893633,1.2550827,1.0913243,-0.92946684,-0.7741046,0.52546775,-1.289375,-0.72231746,-0.20384736,-0.5098704,0.12056944,0.72571766,-0.99964744,-1.9316125,0.16235973,0.61584586,2.1403592,-0.7114202,-0.5159704,0.830091,-0.020294674,0.34351406,-0.5809531,-0.045189638,-1.3812517,0.25273645,-1.2474846,-0.8989734,-0.27063292,-0.6424396,0.22544326,-0.44978407,-0.91996783,0.251836,-1.2635809,-0.7635058,-0.47617966,0.17015593,0.47158095,-0.26783168,0.7431117,0.23723967,-0.12476833,-0.037289202,0.35670936,1.015542,-0.47128057,0.4108958,-0.7253154,0.41429493,-1.1844014,-0.8054957,-0.2327412,-0.97275496,-0.38510242
MB-3500,0.9020714,-1.9196153,-0.8345894,0.5125713,-0.7921995,0.5409639,0.43659037,-0.9271655,-0.62404287,1.4460338,2.0597837,-0.11786955,2.2646282,-2.7862916,2.8104897,3.466324,-1.8176403,-0.92616767,2.5301623,1.144412,-1.0462345,-0.80309784,2.4321861,0.08547951,3.4053397,-1.3716528,0.013596884,1.8276386,0.10747272,2.2359364,-1.7509565,-1.1234148,2.8078926,1.4305385,-1.0380388,0.8580836,1.008746,-0.48717687,-1.6888742,-1.0197431,-0.48347783,0.77370584,-0.50817204,0.35640922,0.65053517,-1.7321627,-1.8926193,-0.33401573,1.5684038,0.48097926,-0.56485593,-0.8420872,1.4214395,-0.7715066,0.4053984,1.074228,17.692434,2.458978,-0.42779034,-0.46338356,-0.7133214,-0.47128057,-0.15246189,0.31941956,-3.521512,-0.2691326,0.87307954,0.92976457,-0.51597005,0.36230868
MB-3396,0.6698299,-1.4855249,-1.0247415,3.6816702,1.5466089,0.9842516,0.4547858,-1.082826,-0.22704284,0.49797434,0.014197744,-1.2842733,1.7755516,-0.7016213,0.66123235,-0.7742047,-0.9420617,-1.3495611,0.11447037,-0.24263854,-0.88837445,-0.5879522,-0.3264174,-0.43698844,-0.942761,-1.6616794,-1.3241664,0.10397385,-0.25153664,-1.1060202,-0.17045559,-0.94575965,0.6799291,0.2231431,-1.672979,0.37100658,0.78350306,1.0453361,-0.04269027,-1.0180436,-0.5297662,0.5395649,1.4818255,-0.05288774,1.084726,-0.85048527,-1.4951197,0.9183683,0.6057467,-0.4078966,0.4249942,1.2431858,-0.030593324,-0.37090725,1.1872011,1.5754014,1.0174427,0.050487336,-0.08887614,-0.4829786,1.6456829,-0.1552606,0.6151442,-0.75180864,0.6072463,-0.80049837,-0.30852148,-0.7633069,0.56675726,-0.92586577
MB-3435,-0.42759368,-1.2223911,-0.5551599,-0.5967483,-0.6208428,0.13526656,-0.641838,-1.4062442,0.08607832,0.13376673,0.526369,-0.61184406,-0.30002433,-0.1168698,-0.30432388,-0.70872116,-0.24213867,-1.4410381,-0.18785352,1.846835,0.3762055,0.21774422,0.1707571,-0.3947991,-0.10447293,-1.3500583,0.1939515,-0.16815744,-0.5006737,-0.35351005,-0.60594565,-0.09887402,-0.9865508,-1.0974238,-0.882478,0.46788213,-0.9323639,-0.124668404,-0.44758794,-0.3434141,-0.18025433,-0.38440213,1.0899245,0.52526665,-0.057386734,-0.7361141,0.25563756,0.24463826,0.3169196,0.83209074,-0.23134016,0.72191757,-0.47618067,-0.63963974,0.39480108,0.26253307,0.9259658,-0.7889003,0.12207048,-0.10897304,0.5818516,-0.49037576,-0.50377315,0.6097459,-1.4140439,-1.1844014,-0.86917955,0.9384624,-0.47638002,-0.54096305
MB-7186,-0.63884044,0.95715904,-0.57615465,-0.9309638,-0.78970015,-0.35181013,2.0039954,0.23693962,-0.09877513,0.7150193,0.4550869,1.926611,-0.6532352,0.7328143,0.76470625,-0.2143461,0.7334147,2.0768764,2.428188,-0.90127254,1.0247413,0.10287325,0.12426883,-0.35580897,-0.8126939,1.0793269,1.0785289,-1.076428,0.12986706,-1.1139182,1.2468865,2.2515311,-0.64673644,-0.7518109,1.1659067,-0.6591335,0.83708954,-0.577354,0.533964,1.0114434,0.29292634,-0.43079045,-0.6638327,0.5911501,-0.52886814,0.032491945,1.0479373,-1.1233165,9.95645e-05,-0.39459997,0.10807419,-0.2781297,0.61714286,1.9713039,1.4544337,0.43189028,1.7209653,-0.79229945,-0.2901252,0.22174346,-0.010898766,-0.21864454,-0.32371864,2.0754743,-0.7875019,-0.3630089,-0.82858986,0.35900903,-1.179403,-0.57535434
MB-7142,-1.27578,0.5640582,-1.1506097,-0.48207724,-0.9617566,1.2755779,-0.7349145,-0.41999397,0.62024385,0.534865,-1.0079453,-1.5899956,-1.1346136,0.11657089,-0.585053,-0.7919002,0.637139,0.42859128,1.0145437,-1.1108197,-0.18335289,-0.32521856,-0.07568069,-0.49467388,-0.40379724,-0.33111626,0.38920236,0.08837778,-0.6981239,-1.0774274,1.2469865,0.011298097,-0.9497601,-0.70992154,1.2416875,-0.4136954,-0.3560094,-0.47797918,1.4576305,1.277376,-1.0789276,-0.64363676,-0.39060175,0.0068972097,-0.47998044,0.86368215,1.5307152,-0.7397133,-1.3704545,-0.86968017,-1.4177408,-0.18035443,-0.41579592,1.4558336,0.6712313,0.4433874,1.0893246,-0.9037712,-0.57915205,-1.0411377,0.95915633,-0.3927005,-0.3314167,-1.6186887,0.24653727,-0.36410862,1.0466356,-0.34431297,-0.45198616,-0.15026177
MB-7196,0.09387498,1.3159685,0.033791523,-0.2738299,-0.32731706,1.4038453,-0.6744298,-0.74621135,1.3744539,0.92426616,-0.04218808,-0.17855413,-0.041689575,-0.7956974,-0.6505364,-0.495875,0.2871275,0.5260667,0.6537346,0.038990475,-3.564697,1.6955707,1.3800517,-0.62754023,-0.73491347,-1.2600812,0.27323154,-0.728316,-0.4809787,-1.1658051,0.8684821,-1.2427846,-0.5378639,-0.7351152,0.9270666,0.72271776,-1.1680045,-0.35021147,0.35710868,1.0617306,-0.20244873,-0.74041235,2.8163886,1.3133682,-0.3910028,0.5048727,0.8914768,-0.16965719,-0.6809286,-0.15815957,-1.2923725,0.4585841,0.6709293,-0.079280585,0.7802038,0.33061588,1.5931975,0.32541782,-0.6526335,-0.7493113,0.44738552,-0.50457215,-0.8372889,-1.2427841,-0.011497655,0.51256996,-0.7600072,0.5832523,-0.03899018,-0.529466
MB-7171,-0.31092304,1.4780276,-0.13476597,-0.5611573,-0.50827134,-1.1803004,-0.97375435,1.2132924,0.5208689,0.73911315,-0.58615136,0.2035488,-0.7776038,0.7698049,-0.75511,-0.448387,-0.12386857,-0.66243404,0.8691804,-0.20854715,0.49977425,1.1619056,1.6397862,-0.18455224,-0.41929334,1.1305139,0.13266692,-1.0684301,-0.20654799,0.8061973,1.121718,-0.6632312,-1.041337,-0.43589064,1.4295403,-0.23384078,-0.51117027,-0.21964441,0.1714556,0.44998527,-0.18025433,-0.04668726,-1.0065463,0.37530446,-0.9955508,0.9216675,0.7230194,-0.8724798,-0.2108472,-0.054385737,-0.8782768,0.31122136,0.054285217,0.38350308,0.48067942,-0.4679824,0.8352887,-0.18075418,-0.1506605,-0.55006164,-0.841589,0.0679829,0.3146201,1.1512085,0.049287014,-0.564458,0.32021943,0.24623758,-0.24053942,-0.770505
MB-7145,-0.24254027,-1.5386114,-0.58675194,1.4781271,0.46908146,1.2320888,1.0225427,-0.12586847,2.018292,1.5452087,0.741115,-0.35740867,0.6243422,-0.8053949,0.5538595,0.47987852,-1.7579553,-1.4310405,0.7839018,0.17795545,-3.4831178,2.8939679,0.87247986,0.5093724,1.4787269,-1.0725286,-1.1260163,1.6651796,-0.2140461,2.1212654,-1.2615801,-0.83798695,1.3135693,2.1795495,-1.9485097,-0.039189905,1.2235919,-0.24173883,0.1418631,-0.063384935,-1.9835994,0.40609854,0.5281663,0.30372247,-0.42589402,-0.33371562,-1.3979443,-0.5241677,1.14741,-0.5655569,-0.16805613,-0.84968525,0.73671263,-0.4323918,-0.83288914,-0.35581073,0.4859769,-1.1694041,-0.5105694,-0.44638786,-1.3402631,-0.58545166,-0.24553838,-0.18185325,-1.810044,-1.483226,0.28762764,-0.39170098,0.17045707,0.0047990377
MB-7132,-1.2542855,1.1298155,-0.7803031,-0.8031961,-0.81019497,-1.1324124,0.23414136,-0.50557226,-0.23404108,-0.6120441,-1.231789,-0.18895149,-1.4087445,0.94306093,-1.0194434,-0.4807788,1.5199158,1.2126939,-0.37140727,-1.2333889,1.6019952,-1.3044711,-0.32041886,-0.61694294,-0.9312639,0.6719299,0.4470878,-1.1413118,-0.58645207,-1.1218162,1.5409123,2.1962452,-0.34771186,-0.7948001,0.8468868,0.67582965,1.049336,-0.6076464,0.12226804,-0.04279015,0.6130456,-1.2442853,0.267932,1.2040957,-0.43909073,0.15166187,1.3290662,-1.3685546,0.9235665,-1.0952233,-1.2372863,-1.5064193,0.6709293,-1.0190443,-0.7997975,-1.2416869,1.9171157,-0.5403632,-0.3454112,-0.9654567,-1.0174446,-0.3558098,-0.77150553,0.17365657,-1.2921747,1.1619059,-0.028992208,0.16505812,-0.61364543,0.281929
MB-7189,-1.1126211,0.6868272,-0.94226223,-0.5907498,-0.7753038,1.6358865,-1.240787,0.57725346,1.8153429,0.97765267,-0.23234028,0.37540513,-1.0206424,0.030792682,-1.0930247,-0.71481967,0.54696184,0.05868442,0.85208464,0.6248428,-0.90417045,1.572402,-0.028092705,-0.5558584,0.20094985,0.17395593,0.41319633,-0.5808532,-0.7584086,-0.87867755,2.2281387,-1.3301624,-0.010696847,-0.30382395,-0.47048166,0.50177354,-0.7639065,-0.52086836,1.2953715,0.58775043,0.18415377,-0.6909248,0.3066222,0.5788532,-1.1888022,-0.20514809,-0.17345393,-0.2480374,-0.3332163,-0.00019939871,-0.43538865,-0.6362392,0.5639564,0.3786043,0.36000985,0.25623465,2.479374,0.0040990678,-0.0957744,-0.15916036,0.36450645,0.07888013,-0.6448375,-1.3985447,-0.3181203,0.36230788,0.13766563,-0.98055196,0.2918265,0.21304642
MB-7137,-0.33951584,0.61384565,-0.4223934,-0.874878,-0.52956593,-0.1571594,-0.058884818,-0.0075984295,-0.7849024,-1.0052444,-0.73021513,1.2718774,-1.1510094,-0.10017404,-0.36590832,-0.5330656,0.96925503,-1.024343,-0.94376326,-0.93536395,0.7923002,-0.86688167,-0.6972238,-0.5180679,-0.8208918,-0.19665028,0.33981478,-0.31662,-0.02269442,0.23324184,0.07618213,0.5232685,-0.04518815,-0.613046,0.8225929,0.92426693,0.7258176,-0.124668404,-0.40499872,-0.49047694,-0.049187385,-0.07577993,-0.8523851,1.1763028,-0.2805306,-0.4462872,-0.25303382,-0.38490286,0.667831,0.14806323,0.16475989,-1.0519341,0.79569775,-1.2023982,0.31882024,0.13526522,0.90937006,-0.7026221,-0.0680814,-0.32611823,0.40989497,-0.64383686,-0.354111,-0.5677554,0.27612978,0.19774944,-0.7852008,-0.834189,0.5628582,-0.52536696
MB-7181,-1.4566344,0.8996736,-1.0709299,-1.0184417,-0.98205143,1.8493326,2.5566564,4.2066336,-0.51527023,-0.32921582,-0.6128446,2.0715742,-1.5044203,0.6917248,-0.18425418,-0.70832133,0.55715925,-1.0879269,-0.88797724,-1.0671307,1.0289403,0.71951735,0.7022229,-0.5441614,-0.88597536,-0.4838776,0.9442627,-1.7283635,-0.8504854,-1.0809265,2.3443093,-1.5861976,-1.7794508,-1.3802524,-0.09147702,-1.1304145,-1.2645801,-0.9638564,1.6899718,1.8183392,-0.9063712,-1.840735,-0.39809984,-0.85738516,-1.5923007,0.7668066,0.5973512,-1.3525587,-0.4635834,-0.62194264,-2.4212875,0.47787923,-0.7788041,-0.10047526,-0.79439884,-0.35791022,2.185948,-1.192998,3.6238842,-0.7597087,-1.4135447,-0.5784534,0.32481754,0.7154191,-1.9510086,0.016695177,-0.20114863,-0.5233677,0.3298169,0.503473
MB-7155,-0.9514617,-1.8134421,-0.5176693,0.8108958,0.76310706,0.17195727,3.2855728,0.5164688,-0.19415112,1.6127914,1.6514862,-0.4786779,1.6196909,-2.8063867,-0.26393408,2.726611,-2.1541555,-0.93886447,1.8996209,-0.566257,-0.3267166,2.0207887,0.4700815,-0.6540336,3.3554525,-0.9031715,-0.5717558,1.5536078,-0.6372392,3.018239,-1.0285391,-0.8730781,-0.19345076,1.1560078,-1.8363378,0.38020423,0.6062478,-0.10077444,-1.4636312,-0.7385142,-0.6210432,1.7385626,-1.0018474,0.9526591,0.013195509,-1.3831508,-1.1083175,-0.71581936,1.223091,0.7038231,-0.40739572,-0.8351889,0.4825769,-0.9124711,0.77450526,-0.8229927,1.9887977,-0.060884494,0.04548985,-0.65903413,-0.76640797,-0.054486103,0.020094516,0.069682926,-2.8298867,0.124667905,0.254536,0.18415329,0.24743767,-0.26073387
MB-7138,-1.2604839,1.1333146,-0.8853766,-0.8217914,-1.0119439,0.50037414,-0.87138015,-1.2086942,2.5439596,0.940862,-0.4187934,0.9536582,-1.5784016,0.43588975,-1.0955242,-0.49257585,1.1913989,-0.16515921,0.8291904,-1.3054706,0.31762034,-0.15926051,3.8877187,-0.52646583,-0.36410728,1.5359112,0.91527,-1.2324888,-0.41949424,-1.0279399,0.682729,0.65803444,0.41389608,-1.037439,0.6954249,0.63184077,0.19225225,-0.33161613,-0.26773342,0.52576613,0.0701825,-1.7802502,-0.63943887,0.7454112,-1.5805036,0.53336555,1.1462125,-1.3373625,0.23244092,-1.3411613,-1.2041947,-1.764554,0.5548586,2.5422604,-1.2652799,-1.2149936,1.5553069,-0.7422121,-0.062082924,-0.48287866,-1.1025232,-0.45578453,-2.3909965,-0.013395997,-1.9058198,-0.8200934,1.4855245,0.51966834,0.4176948,-0.006598082
MB-3295,2.1205645,0.56625766,2.5858476,0.34661323,1.9142159,-0.4415874,0.7385143,0.5588581,-1.4016471,-1.7671512,-0.5111702,-1.277875,0.9751536,0.37860432,0.88687533,-0.26143423,0.4859772,0.4884762,-1.4710305,0.18565351,0.75570947,-0.39760026,-1.468229,0.8581842,0.71022105,-0.14026456,-0.21434575,-0.7702054,1.3917484,0.6524361,0.46948284,-0.19404994,-0.07228132,0.28092852,0.72781676,1.1768032,0.0016003513,1.4694289,-0.77620494,-0.15066288,0.77760404,1.118319,-0.75021094,1.4305388,0.37520444,-0.45018625,0.2045505,0.96435666,1.2472848,1.1495107,1.2907757,-1.0070455,0.9663546,-1.0655326,-0.79209936,-1.122717,0.54066306,1.2966721,2.5508559,1.020042,-0.83649033,2.7045152,-0.9117701,-0.12466777,-0.60774726,-0.8101959,-0.04418836,-0.06968247,-0.50677234,1.0040464
MB-3218,1.8539318,-1.7766514,2.2893226,-0.14466257,0.56125814,-0.715718,-0.10827238,-1.438236,0.9950495,1.453032,0.565859,-0.97485185,0.573755,-1.45463,1.3602558,-0.3237185,-1.395347,-0.84948695,0.7280159,1.4763283,-0.4179935,0.91746736,1.451034,3.3077652,1.0056465,-1.2727779,-0.7126204,1.8248394,1.0232415,0.3203199,0.03919147,-1.0999207,1.8622309,2.0758758,-1.7491599,1.0445367,-0.3358145,0.08177944,-0.269333,-0.5514615,0.39749995,1.2972739,1.1840006,0.73871297,0.977253,-1.1906993,-0.13586344,0.68692666,0.9839513,1.3265661,0.54826313,-0.6497358,1.628787,1.2637818,0.6475373,0.62704104,1.4934226,0.099474944,-0.32191715,-0.51567036,0.3758036,0.013196761,-0.23344144,1.236187,-0.11187233,1.4797256,0.28532824,0.8398873,-0.28342858,-0.22624257
MB-7232,-0.69472635,1.2693803,-0.71721905,-0.7747033,-0.87247914,-1.2107925,-0.48817667,0.6890251,-1.1616076,-1.2802746,-0.0037977314,0.8674801,-1.5040203,1.4773252,-0.7486117,-0.7834023,1.6840743,0.9684553,-1.2606834,-0.9022723,1.488624,-1.1664059,-0.65463454,-0.61414367,-0.5572584,0.65943307,0.80759704,-1.290274,-0.67922866,-0.963756,1.3695555,3.2384813,-0.81609374,-0.5744557,0.32381848,0.40969682,-0.012296141,-0.09987467,-0.38550365,0.31761873,-0.27023163,-1.3197663,-0.0837792,0.7404125,-0.66273445,1.2044961,-0.032289617,-1.3086698,0.7806026,-0.65663385,-0.04178799,-0.4632829,0.6709293,-0.45118707,-1.5369114,-0.9467615,0.92736554,-0.8989725,0.10137571,-0.5970498,-1.1871018,-0.41639447,-1.7291635,0.0646842,-1.9466096,-0.2850286,-0.31432,0.46258283,-0.9673563,-1.1140182
