SAMPLE_ID,KRT17,ESR1,KRT14,EGFR,KRT5,DDX41,STAT5A,STAT5B,MKI67,CDC20,RFWD3,SIAH2,CDH3,SMIM14,FCN1,ACTR3B,RAB17,SUSD3,TYMS,INAVA,PRRG2,DNMT3B,PBK,TTYH1,IL34,SLC39A6,OVOL2,FABP5,CLEC10A,ELF5,MAGED2,ABAT,SLC43A3,FOXC1,RERG,RPL21,BCL10,PLPP3,RMND5B,MARCHF6,ISCU,PRNP,GSK3B,RPL10A,C1R,FOXP1-IT1,EZR,CFH,SDHD,KLRB1,ZFP36L2,ARFGAP1,SELENOF,CHTF18,CTHRC1,HSD17B6,LRRC38,CES1,ATP1A2,SCN2A,COL10A1,PENK,CXCL3,MRGPRX2,BGN,SLC10A6,CCDC141,PKHD1L1,OR2L13,DSC1
MB-4674,-1.2185943,1.1201179,-0.749011,-0.46198234,-0.972054,-0.3527099,0.32511845,1.158906,-0.008197934,-0.79709715,-0.86078227,2.6792197,-1.4093443,0.55076057,-1.6556827,-0.4650828,1.5009207,0.9567583,-0.81029683,-1.1210171,0.66213316,-0.7086217,-0.008397677,-0.5408622,-1.3352617,0.8503847,0.95705944,-1.4586316,-0.34561288,-0.7350138,0.18805389,1.0362387,-1.5102187,-1.3694551,1.0474365,-0.14036438,-0.8598822,-1.3641553,0.64353627,0.0063974187,0.24953726,-1.7715523,-0.5076722,0.24613696,-1.3719561,1.3732536,0.85448617,-1.1499099,-0.35371116,-1.6329876,-1.8463326,0.108072676,-0.19575156,-0.75890976,-0.15196092,-0.74821156,-0.8087964,-1.055233,-0.79939634,-0.06618385,-0.0499889,0.6100457,-0.5474621,1.0987219,-1.076329,-0.7343151,0.5684566,-0.20844735,-0.44448802,-0.9815517
MB-4648,-1.1489118,0.8539851,-0.9270661,-0.8497843,-0.71761835,-0.8863748,0.39590064,1.7446578,3.4508312,0.8320896,0.08477999,1.249783,-0.82569164,0.98984903,-1.3181679,-1.1486101,0.6239424,0.83488894,0.0837781,-1.0966233,1.1319143,-0.41499588,1.3954479,-0.3731046,-0.8009968,1.1137182,0.102274574,-1.2990719,-0.8113953,-1.0637308,0.5316671,-0.50017244,-0.47028098,-0.4665829,-1.117119,-0.23554035,-0.76720566,-0.26783225,-0.7430133,1.0338377,-1.3121687,-0.9968477,0.34571236,0.26853132,-1.3732557,0.86308235,0.95626044,-1.164706,-1.2990725,-1.3181671,-1.2203906,-0.6474364,-0.40269923,0.5664571,0.13806587,-0.78940123,0.74791074,-1.0649304,-0.4813768,1.1530083,-0.7305171,-0.6143443,0.90417117,0.43409047,-0.5261678,-0.62824196,-1.0111436,1.0133435,-0.36240873,0.8758789
MB-5197,-0.03349293,0.8956746,0.3205192,-0.5462611,0.0325919,-0.3697056,-0.4018984,0.6883253,-0.19145179,-0.08477783,-0.31601924,-0.16885659,-0.89847326,0.05308702,0.24403769,0.14976192,0.6960241,-1.0152452,-0.033892274,-0.6517354,0.23854035,0.06688234,0.8475862,-0.54246175,-0.5688555,1.7324616,0.13576613,-0.87277955,-0.7340148,0.11927061,1.6263906,-0.3096207,-0.644637,-0.47738016,2.5497584,-0.4924755,-0.75870776,0.41849437,-0.23864076,0.26693153,-0.35940912,-0.16775674,-0.18965249,-0.6975255,-1.2629834,-0.46088353,-0.28152663,-0.6429378,0.30402288,-0.62444204,-1.2432848,-0.882277,0.21044573,0.13236623,-0.6601327,-0.5494618,-0.7861021,-0.47178054,4.8841653,-0.01809599,-0.78730273,-0.58655137,-1.3806516,1.0051455,1.4676292,-0.0316926,0.56085855,-0.23344103,-0.6327406,-0.07887981
MB-5152,-1.2841779,0.8584839,-0.9923496,-0.5711548,-0.8050962,-0.30992073,-1.4257405,-0.7010228,-0.1473629,-0.14716202,-0.71891797,0.7727042,-1.3019713,-0.02749251,-1.0239421,-0.15995984,0.64833623,1.597197,0.19045125,-0.9729545,0.64543736,-0.19715093,-0.15396091,-0.680027,-0.62484133,0.5839522,0.38710287,-0.81209487,-1.2137936,-0.15785946,1.8383371,0.9336647,-0.34031376,-0.80689704,-0.45498556,-0.85138494,-0.64813566,-0.8493853,1.3531569,0.052285813,-1.0787276,-1.1602066,-0.47008166,-1.5914004,-0.86088467,1.3696544,0.60764855,-1.1696048,0.17435558,-0.9625568,-0.31251967,1.0661306,-1.0766288,0.6961245,-0.13926414,0.088676974,-0.14896286,-1.0018464,-0.92496455,-0.90887105,0.26823077,-0.4724803,-0.25943488,-0.8750774,1.0211418,-1.9776009,0.67203045,-2.0682766,-0.6180443,-0.6128449
MB-5201,-0.5038745,1.3403624,-0.44918662,-0.80339605,-0.6996229,0.8511853,-0.93706363,0.5793529,-1.1273161,-1.3425589,-1.0060457,0.9735532,-1.204596,0.18605325,-1.210795,-0.38060412,0.6161443,1.1200173,-1.6442869,-0.77800363,1.0113448,-1.7370616,-1.0020468,-0.5625567,-1.0556324,1.4747268,1.0764295,-1.4041454,-0.87667876,0.7281169,1.3463613,2.1679523,-1.1287149,-0.4732812,0.96675664,-0.67792875,0.422994,0.49487507,0.58705056,0.053585485,-0.13046688,-1.677976,0.93816274,-0.81119686,-1.2005992,1.4129436,0.59455186,-1.2028964,0.13356587,-0.64373714,-0.54176176,-0.57605445,-0.38840288,-0.0668837,-1.4650296,-0.5310664,-0.1341666,0.5056722,1.9323124,-0.61034644,-0.84418833,0.18385355,0.74001265,-0.32021818,-0.08287965,-0.102174796,-0.07008181,-1.5530071,0.63933897,-0.80689585
MB-5189,-0.6797301,0.45258626,-0.33771476,-0.39150017,-0.43369016,-0.26433226,-1.3581575,-1.1886992,-0.850086,-1.1315124,-0.54856074,1.1560068,0.37940413,0.88397586,-0.95316005,0.25603506,1.5402106,1.017343,-1.0032482,0.20094967,1.0033468,-0.26513374,-0.99834776,-0.5682553,-0.9213664,0.48637685,0.06738335,0.5882516,-0.45718473,-0.571755,-0.1930499,0.099175856,0.13296694,0.23653972,-0.07977997,-0.7465114,-0.19544992,0.49207577,1.0316383,0.46458158,-0.35640988,0.17535676,-0.5437631,-0.6865282,-0.21444723,1.4008466,-1.4507309,-0.21124668,-0.81769407,-0.45018595,2.1648552,0.3576096,0.066382155,-0.85158646,0.25823554,0.12606755,-0.59684986,0.32521787,0.6988245,-0.48837724,0.54126185,-0.86758024,0.25303566,-0.31471956,0.5385636,1.0795267,-0.83318865,0.31222087,-0.09577587,-0.2712312
MB-5281,-0.12447002,-1.5665044,0.045888472,1.0780283,-0.29822442,-0.08307816,-0.73441464,-0.14066473,0.008797787,-0.2789286,-0.048286546,-1.0912224,-0.7733049,1.0781267,-0.94446224,-0.32311863,0.91456884,-1.7383633,-0.69502586,1.1634072,1.0450362,0.954558,-0.40459764,0.2414401,-0.20344791,-1.1930981,-0.22864217,-0.52156824,-0.95106,-0.39349997,0.52936774,0.6690316,-0.24533768,-0.04668883,-2.0655801,-1.0223418,-0.25923383,0.22364362,-0.376206,0.35650888,0.34441334,-0.18605213,0.4602834,-1.2528857,-0.6830294,0.7032227,0.1317689,-0.46788192,-0.17935514,-0.9812521,0.5601601,1.4663293,-1.0956241,-0.28122982,0.22954278,0.5423624,-0.89647424,0.075780936,0.9278665,-0.042989705,0.73291343,-0.3538103,0.6185434,-0.28292763,1.0514342,0.71481884,-0.17035642,1.6323867,-0.1726565,-0.40089843
MB-5212,-1.2509862,-0.09297609,-0.8725798,-0.74451095,-0.9768528,0.18575378,-1.0481356,-1.1118187,-0.75111085,0.11637114,1.0063484,-1.0053442,-1.4214412,0.5230676,0.5845517,0.031291842,-0.1573601,-0.33501646,-0.24963795,2.7940962,0.060585376,0.1877518,-0.40939644,-0.32001802,-1.0427356,-0.32911676,0.52986693,-0.7615076,0.55336016,-0.44948587,0.3247194,-0.51286924,-1.4703288,-0.7852025,-1.4165436,0.47278088,-0.5092707,-0.41869414,1.4928216,0.081078544,-0.058085144,0.15176271,0.39020112,0.6440368,-0.3958016,0.3072226,1.6140943,-0.6584338,0.08787741,0.28862777,0.63974005,-0.43828923,-0.66243356,-0.47458118,0.2886279,-0.5899516,-0.5878521,-0.60604656,-0.81499237,-0.39949968,0.27732843,-0.12626792,0.366507,1.0734283,-0.45428598,-0.41659537,-0.53496414,-1.3263644,0.24183908,7.452017
MB-5172,-0.92136925,-1.2636808,-0.59035105,-0.4391881,-0.54816127,-0.86577994,-1.50752,-1.0208418,0.60874677,1.5347112,-0.22174294,-0.80049616,0.13856491,1.4045436,0.5218675,-0.48377806,-0.7495104,-1.1281167,0.61714375,-0.45848417,-0.56905526,0.7339137,-0.8041968,-0.043887798,0.28612828,-0.9750533,0.3846035,-0.20954698,0.44868657,0.8330905,0.91347075,-0.9551573,-0.6419377,-0.39150184,-1.2379885,-0.0073979287,-0.6408375,0.78580165,-0.6979247,-0.40539846,0.49437553,-0.19994862,-0.18475372,0.2027479,0.061283413,0.15995978,0.3310185,0.071182035,0.3740052,0.6377397,0.27223277,1.0775278,-0.44098958,0.49217576,0.41039714,-0.56515783,-1.0514351,-0.83278924,-0.19155015,-0.40969712,-0.7834037,0.099674866,0.88067716,0.30992198,0.60314727,-0.49287608,-1.7114664,1.0631309,-0.68582726,-0.60124785
MB-5183,-1.2547853,1.1521099,-1.0691303,-0.62973994,-0.8474855,-0.1978491,-0.677429,-0.4131957,-0.3833035,-0.31331986,-0.82579106,0.85768265,-1.2941734,1.3489578,-0.21444654,-0.23624058,1.2513838,0.25403523,-0.83948946,-1.1005223,0.6563346,-0.21434659,-0.42079353,-0.4723795,-0.7906994,-0.12196918,0.9393639,-0.17755507,-0.73211527,-0.74901026,-1.5084178,0.35631078,0.21504624,0.31312042,0.9517605,-0.502273,-0.47088042,-0.9503598,0.2336399,1.3852488,-0.5533602,-1.4938225,-0.13066737,-0.48347932,-1.1019241,1.30777,1.1547103,-0.0052986606,-0.43459076,-0.82389176,-0.7367126,0.7920998,-0.2934269,1.5244162,-0.5467613,-0.42399353,-0.49517548,0.297025,0.34031525,0.82969,0.09727392,-0.25723478,-1.5581068,-0.7659051,1.1911988,0.41879362,1.376952,0.33201587,0.1432639,0.18745288
MB-5185,-0.6775307,0.83369017,-0.7773038,-0.2643323,-0.6668312,0.350712,-2.0441847,-0.8290903,0.44498798,0.1846538,0.5734571,-1.1920967,0.2868275,0.8428864,-0.8650823,-0.71152055,0.48157832,-0.6570354,-0.70632297,-1.0162436,-0.05678492,0.16705702,-0.3909011,-0.6420366,-0.13996395,-0.5435625,-0.27313098,-0.4713809,-0.28312865,-1.0215415,0.41319704,-0.13516483,-0.9128694,-0.09387693,-0.38190395,-2.202544,-0.8666805,-0.5877514,2.2387333,1.2841743,-1.6762769,-0.943961,1.4805259,-2.1947484,-1.0958256,1.3641559,1.2289915,-0.4810786,-0.6373396,-0.99874765,-1.1498084,1.883624,-1.305571,1.135614,0.45258647,-0.263734,-0.8605833,-0.4386889,-0.24603635,3.0337334,0.32091746,-0.26093385,0.2536355,0.37160632,0.9671555,-0.39120176,1.1990969,0.5996481,-0.72361773,-0.35301054
MB-5022,0.03848894,-0.8138943,0.05628585,-0.45758346,-0.27523023,-0.18365268,-2.2705278,-0.69642395,0.5297666,0.41469544,-0.123267695,-0.6506342,-0.47268072,0.77180445,-0.4456882,-0.7217179,-0.14056435,-1.4905256,0.26993126,0.43269125,0.56815696,2.2222376,1.791448,0.19375215,0.02469442,-0.71171993,-0.29832464,-0.28422815,-0.59734935,0.23904037,1.0250425,-0.5621568,-0.25573507,0.105172865,-1.0400382,0.024394048,-0.6346391,1.2302893,-0.0666842,0.08987632,-0.01429619,-0.5778534,-0.15246187,-0.14016578,0.02389282,0.105673485,1.5727046,0.2619339,-1.1817021,-0.3544101,0.74221414,0.95885766,-0.58805233,-0.7560105,-1.3025705,-1.0559338,-0.32731783,-0.051486872,0.4937764,-0.5793543,-0.9504615,0.2559353,-1.3849505,0.19055226,0.055285502,0.5632571,-0.06408332,0.24543777,1.4986224,-0.015095935
MB-5014,-0.5834544,0.49067667,-0.5478617,-0.6508346,-0.545062,-0.16815662,-0.7063217,0.6714295,1.6218917,0.6152446,-0.17085573,0.7945986,-1.0973231,0.6838268,-0.43289143,-0.8645818,1.123316,0.86948025,0.4964742,-0.8583834,0.49297595,-0.54356337,0.9146692,-0.3830021,-0.23444007,1.7632538,0.8976744,-0.81439424,0.36480772,-0.9976475,0.41319704,0.53976434,-0.63813865,-0.58085406,1.1155193,-0.3078221,0.09747615,-0.112671435,0.96685463,0.38770103,0.9216677,-1.0876249,-0.5301665,-0.20854855,-0.9865531,0.7117205,0.5999505,-1.1140189,-0.9491609,-0.79219973,-0.1994482,-1.333463,-0.37890527,-0.03529164,-0.46568176,-0.30832276,-0.2260434,-0.28522772,-0.44308648,-0.45818487,-0.350513,-0.38260302,-0.7609082,1.0767275,-0.29572597,-1.0683308,-0.38550198,0.67262965,0.37540543,-0.62184256
MB-4994,-1.3078718,1.0728298,-1.10992,-0.4928745,-0.98964953,0.38710278,-0.7404131,-0.6754292,0.10837272,0.35441074,0.0069995546,1.9129146,-0.68562704,0.6912249,-0.8963744,-0.41409567,0.024293961,1.2136936,0.4952745,-0.9141693,0.33501592,-0.65553516,0.78510195,-0.4533843,-0.85498315,1.1829007,1.4285408,-0.23674013,-0.9127697,-0.4397883,0.58665323,0.8752795,0.016996171,-0.5615589,-0.2191449,-0.31132123,0.16175993,-0.9987476,0.07088103,-0.24273959,-0.2974248,-0.8030966,0.63943815,-0.7716068,-0.422195,0.70842135,0.2322435,-0.29562542,-1.1245165,-0.63244003,-0.038888723,-1.0594323,-0.41929507,-0.43449128,-0.6901251,0.8310895,0.61004555,-1.1232158,-0.9069691,-0.4346908,0.9610559,-0.48887613,-0.3912016,-0.9883487,0.73241466,0.79309905,0.33111665,-0.9602571,0.34701258,0.1596599
MB-5017,-0.7968007,-0.16095895,-0.7911004,-0.057084713,-0.6924247,-0.71921706,0.6042481,0.6672306,0.22334376,0.18485376,0.44209018,-0.8822754,-0.122169256,-0.67732745,1.0377373,-0.72901607,0.40899667,-0.35171226,0.1067723,-0.24063906,1.3849503,-0.37740538,-0.5743548,-0.2860266,0.41039687,-0.79179966,-0.43349063,-0.23694007,2.3412087,-0.50557166,1.2694807,-0.63003963,0.07098256,-0.45608556,-1.0311404,0.108672775,-0.6005477,0.24153909,0.30622154,1.1922976,1.0781283,-0.014795303,0.57095546,-0.49977523,0.5604578,0.4673822,0.6317425,0.20324871,-0.38740262,1.4887252,-0.061582994,1.4263395,-0.31952026,-0.2919271,0.16875812,0.0016989544,0.62094283,0.19435094,-0.30052257,-0.02039541,0.30542135,-0.4404884,-0.6326406,-1.3152658,0.826291,-1.4555329,0.51866925,1.200596,1.9190166,1.1394123
MB-4982,-0.8852784,-1.0670303,-0.8406879,1.4440356,-0.34001383,1.4573319,-1.3874501,-0.7290157,0.67263067,0.8690802,0.83129233,-0.073880725,1.1629063,0.28232878,-0.50147414,0.5847521,0.21984452,-1.5332148,-1.1532104,1.2444867,0.17205717,1.0316386,-0.65173525,-0.6028465,0.098975636,-1.3468592,-0.5774544,-0.6101458,-1.3878498,0.019595763,-0.8653801,-0.585051,-0.1762551,1.1442108,-0.92046845,-1.4603312,-0.80139697,-0.021794392,0.77090406,1.9823978,-1.5661047,-0.793299,2.7434072,-2.283726,-1.4486368,0.90977055,0.63384193,-1.145211,-1.3764529,-0.624342,-1.1143173,1.8333366,-1.6381868,0.50437266,-0.896573,-0.109073065,0.5037724,0.011797122,-0.7410111,-0.058985665,-0.012498363,0.19035192,-0.13356666,0.7794029,1.3523582,-0.4092972,-0.4940745,-0.36340815,-1.155909,-0.23244101
MB-5004,-0.5209701,-0.5826525,-0.78130287,0.10877336,-0.4393887,0.73261535,0.3201197,1.3033694,0.7491114,1.5600048,0.57845587,-0.32561678,0.13526574,1.0739276,0.14206344,-0.56595725,0.3907013,-0.706523,-1.1742052,-0.31851944,0.83588916,1.5345114,-0.023593841,-0.5868506,-1.0472345,-1.4701279,-0.7082215,-0.8422872,-0.9458613,1.2155939,-1.2290884,0.1930521,-1.3954477,0.31192073,-1.2770786,-2.73291,-2.8901699,-1.2642806,0.8604815,2.3621018,-2.2056432,-1.9521068,2.8008926,-3.1958964,-1.6358896,1.6403861,1.7103698,-0.618044,-2.3343112,-0.28602734,-0.34201223,2.0605793,-2.9886453,1.6333889,-1.1334133,-0.8319904,-0.9198683,1.522715,-0.7990964,1.1043205,-1.3575588,0.21354602,0.7920995,-0.47827807,1.4399362,-0.056886237,3.443629,-0.35710973,-0.2203445,-1.403945
MB-4986,1.6954715,0.14636353,1.4241408,0.07288243,1.1325136,0.8215928,-1.5216163,0.44278747,0.3452131,0.064984165,0.79900044,-0.86098075,0.5349648,1.0381368,-0.8555847,1.1844006,-0.7051216,-0.20204993,-0.5242688,0.0013999495,-1.3411599,0.574654,1.0500351,0.024494924,-0.41679397,0.66983044,0.9877517,-0.5607583,-0.45938417,-0.26913136,-0.3486106,-0.005497653,-0.77490413,1.0384375,0.8357896,-0.6575339,-1.0617313,0.12286907,0.92506516,1.067929,-0.91087,0.6657331,0.7252165,-0.5393653,-0.7767058,0.9166688,0.43489224,-0.40279835,-1.5394119,-1.0789274,-1.123915,0.9598574,-0.9997483,1.3920496,-0.785701,-0.07498168,-0.5285671,-0.75120986,0.28572908,0.22744203,0.2834269,-0.09167668,1.6951715,-0.44928545,0.34641206,0.33591455,0.2550359,-0.6086461,0.5033732,-0.44708678
MB-5327,-0.19345264,-1.6006957,-0.6245424,1.0366387,-0.29912418,-2.8820696,0.21894519,-0.9811518,-0.3479124,1.2846746,-1.0069455,-0.9396608,1.8865235,-0.18895149,-0.7310161,0.09347614,-0.8990725,-1.2677816,-0.017296454,1.763556,-0.9457599,1.0946226,-0.28532776,0.15966077,-0.41509438,-0.9340637,0.64003927,-0.50667197,-1.0134443,-0.63084006,-0.1514604,-0.7929984,1.7183672,-0.6096468,-1.0479363,-1.1543084,0.8414884,0.9428619,-1.0136449,0.13096592,-1.2090949,-0.32171792,2.0212893,-1.5398134,-0.02859398,0.30072424,-0.33441326,0.023394097,-0.1133718,-0.3124207,0.980854,-0.21334611,0.612644,0.10787237,0.5505618,1.5358115,-0.16865788,5.5327005,-0.8616805,-0.0861788,0.8226908,-0.48727652,0.12126895,-0.26623186,0.24063875,0.20964643,0.79100025,0.23224112,-0.94986075,0.51666963
MB-5341,-0.38410464,1.266481,-0.7479113,-0.83788735,-0.6417375,-0.45978278,-1.9516081,-0.83468896,0.4813788,-0.19614959,0.58775353,1.8270364,-0.8772786,1.1288136,-1.3560584,-0.2520366,1.10812,0.771405,0.6119451,-0.11567055,0.46808225,0.17765434,1.5323133,-0.14046338,-0.73301405,1.7370603,1.3016728,-1.2037959,-1.0167434,-0.95335865,1.213295,-1.0412354,-1.5425106,-0.6078473,1.939312,0.038390517,0.35301167,-1.0677301,-0.57075685,0.17085584,-1.2192922,-0.9161681,-0.2632339,-0.2246445,-1.0831288,0.8646819,-1.0670279,-1.1259158,-0.6813285,-1.5580066,-1.194997,-0.4344902,0.4375883,0.29202607,-0.93246394,-0.09777592,-0.11097245,-0.6709302,-0.737312,-0.5032735,-0.07038375,-0.8480851,-0.5028734,2.5277593,0.31831914,0.5094707,0.18335406,-1.731262,0.18685293,-0.0004996233
MB-5323,9.860726e-05,-1.4156425,-0.45518512,0.36160943,0.12656812,-0.6976225,0.946262,1.0899235,1.3446615,1.4006453,0.5798555,-0.6371377,1.1505094,-0.97295237,1.8925215,1.1477098,-2.9397566,-0.28422925,0.96815544,-0.48117843,-2.0692754,-0.4820789,0.14326404,2.1547565,1.331264,-1.5770009,-2.4137924,0.66713166,1.3437606,2.408393,-1.9375094,-0.916767,1.4721292,2.0871727,-1.0254419,0.6594338,-0.13996392,0.7105206,-1.1779034,0.6182427,0.73911375,0.06328501,-0.413396,-0.025894536,0.27193046,0.09057729,0.15136395,0.33771476,0.04638788,1.5357134,0.905273,0.39040133,0.016594743,0.26623255,-0.33341515,-0.6903262,0.34801173,-0.5183687,-0.43468863,-0.5918511,-0.42539412,-0.2950252,-0.35231143,0.50927144,0.70062274,-0.06028538,-1.2208905,1.1143178,0.70612216,0.90477157
MB-5328,-1.2350901,1.1408128,-1.0010475,-0.4901752,-0.8952734,-0.26843122,-1.542811,0.5103704,0.39630023,0.44148865,-1.0918242,0.98455036,-1.2118942,-0.62754005,0.44858605,-0.22434358,0.3717061,-0.8331911,-0.19115268,-0.7454118,0.4129962,-0.25283685,0.7433125,-0.44488645,-1.3205653,1.5295129,1.579003,-0.6779287,0.17555553,-1.2420859,1.5415121,-0.8916734,-1.0357383,-0.78050375,0.1460632,-0.09367616,0.656835,-0.4876767,-0.20604898,0.9936478,-0.31092134,-0.31471968,-0.2600347,-0.7763056,-0.6669335,0.804597,-0.20894496,-0.60124826,-0.8622828,0.01979556,-0.43688828,0.112571545,0.4552838,-0.075781465,-0.40549695,-0.7034229,-0.85978353,-0.26733226,-0.66073143,-0.3832038,-0.22094573,0.023994027,0.8564832,1.4522322,0.2769296,-0.07498167,-0.48957565,0.93966204,1.7713538,0.40559775
MB-5318,0.5197677,-0.22924173,0.43149123,-0.38200253,0.20534821,1.5056196,-0.85348463,-0.940962,0.14026469,0.40569776,-0.13026594,-0.7197167,-0.5251675,-0.21464497,-0.06868336,-0.81419456,0.06398393,-0.22804339,1.112519,1.8595318,0.5688568,1.0345379,0.8129949,0.45148697,-0.7590074,0.5583586,0.55376095,0.8489858,0.22134396,1.068531,-0.26023293,-0.49337417,0.58745235,0.28672707,-1.0097458,-0.016095733,-1.3228654,0.30882207,1.4707272,-0.17875578,-0.4447876,-0.19474994,1.408244,-0.18755384,-0.28772882,0.28562805,-0.31941703,-0.009097703,0.060284376,-0.59265006,-0.16395716,0.21624532,-1.2662809,1.3767533,-0.11217099,-0.6190442,0.31891906,0.90227187,0.14366502,-0.07528155,0.05988336,-0.2108465,0.4475865,-0.5792525,1.4078443,-0.43139163,0.12926775,-1.0466353,0.20314883,-0.017995201
MB-5287,0.46428168,0.34101444,0.56495756,-0.30642164,0.18645298,-0.46788073,0.09687595,0.24553744,-0.8409883,-0.29192528,0.08388022,0.08107991,-0.17395617,0.95305836,-0.5175701,-0.4392893,0.9389627,1.0594324,-1.1369146,-0.2516363,1.38555,-0.001500376,-0.945961,-0.36570647,-0.56205726,-0.54176295,1.3421626,-0.41119608,-0.70542204,-0.29112583,-0.81389314,0.7122207,-0.5552595,0.3105211,0.5763549,0.4001992,0.4650834,-0.21694508,0.32911575,0.76490563,0.4427885,-0.9582575,-0.007198535,0.18475242,-0.5873534,1.5835005,-0.42688984,0.42659235,0.16615765,-0.52736646,2.1719532,1.4386364,0.35390943,1.215294,-0.58805084,-0.13326696,-0.513271,-0.3530106,0.6013492,0.97175413,-0.19295281,0.035691064,-1.5535079,-1.3136662,0.80369675,-0.461684,0.14066486,-1.6790751,0.3311166,-0.03339131
MB-5324,0.8961729,0.8918755,1.3111693,-0.16695693,0.85628355,-0.7833009,-0.18595283,0.5063714,-0.62694216,-0.5342638,-0.33741388,-0.25063583,-0.30002433,-0.02029434,-0.18725342,-0.5361648,0.4765796,-0.6815292,-0.3161212,-0.84188753,0.6530354,-0.96315736,-0.25483546,-0.069281384,-0.1310662,0.43718928,0.7035233,0.39669994,0.07598066,0.10057532,-0.84408545,1.2007971,0.32871756,0.50407225,0.49347576,0.6091465,-0.17065617,0.14786275,-0.645338,0.5981478,0.39390084,-0.13376531,-0.5158701,0.24183805,0.24123815,1.296273,0.87548083,-0.18415353,0.2991241,-0.5146697,0.70112455,0.102674045,0.13876384,-0.22674349,0.300025,0.16695721,-0.52586776,0.8683805,0.6790295,0.008697245,0.60194653,-0.016895618,-0.053986773,-0.60774523,0.42489228,1.4643295,1.3417609,-1.5051192,-1.0594331,0.6694311
MB-4682,-0.7148213,0.7486116,-0.47438028,-0.5983479,-0.6806277,-0.012096129,0.6646329,0.50387204,-0.5755551,-0.79969645,1.1055233,1.7845471,0.6930249,-0.13906416,-1.0379387,-0.26723278,1.2112938,0.7200179,-0.12516929,-1.018443,0.48747733,1.1262146,-0.72761613,-0.25713393,-0.76680547,0.9132688,0.7837031,-1.0922241,-0.60744673,0.68022907,0.28962824,0.17655626,-0.9444614,-1.0487361,1.8894244,-0.772105,0.010898005,-0.91686827,-0.1137723,0.23683915,-0.090676926,-1.6630797,-0.89637405,-0.58425397,-0.871582,0.646437,-0.29092425,-1.2406869,-0.75271046,-0.64383715,-1.0041451,0.9681553,0.47717828,0.34581256,-1.3215657,-1.1443115,0.101673886,0.34781215,-0.20544665,-0.2886277,-0.8354905,-0.3927005,-0.8583836,0.7978982,-0.8333903,-2.402194,-0.7979976,0.540963,-0.57335556,-0.66883075
MB-4710,0.6522344,0.83818907,1.5050203,0.18835323,0.9484602,-0.28172785,1.4691303,0.5875508,-0.84088826,-1.246983,-1.195698,-0.57905245,-0.5263672,1.5778996,-0.57655513,-0.28992704,0.30202374,0.56645656,-1.1332155,-0.8357891,0.3232189,-0.52646774,-1.5960968,0.21934569,0.72531724,0.42789164,0.6302417,-0.03189185,0.18945202,0.20134988,0.869082,-0.24933594,-0.47757915,0.6142445,-0.17155688,-0.18635276,-0.4618827,0.7919001,0.0120958835,1.1825001,-0.057285346,-0.523567,0.057885032,-0.27863088,-0.30252507,1.1469107,0.5619601,0.35181123,0.21404557,-0.56365734,-0.19225003,0.93816286,0.021593481,-1.0855277,-1.1013215,-0.30822277,-1.262082,0.47098097,1.9076185,1.1905987,-0.63824034,0.07038228,-0.3361155,-0.28322756,0.6653316,-0.113971815,0.62154317,-2.0490813,1.2352889,0.8639819
MB-4701,0.36840582,0.50577295,0.58275306,-0.61424387,0.01999509,-0.80289584,2.6779258,1.4672279,-1.1512102,-0.5544587,-0.40519682,1.5763,-0.31502056,1.0662296,-0.087578595,-0.10737313,0.77590394,1.3459603,-1.1126207,0.4551856,0.31762034,-1.0185434,-1.0375377,-0.41769335,-0.039589327,0.9247659,0.81369555,-0.9328643,-0.28962702,-0.42059314,-0.6573327,2.417689,-1.4427358,-0.053687062,0.8949747,-0.04538834,1.0490359,-0.4263922,-0.30942288,-0.2225447,0.41689503,-0.69612354,-0.5049729,0.32051826,-0.4430897,1.1625067,-0.25603306,-0.16565819,-0.56555766,0.41469598,-0.49747297,-0.19035192,0.010896185,-0.8425887,-0.484577,-0.5519612,-0.98385215,-0.8283903,0.35501152,-0.37670547,0.13476446,-0.43708923,0.6129447,1.0553329,0.3628079,0.21174589,0.27982965,-0.23384091,-1.3015722,0.12496867
MB-4709,0.923566,0.58245355,1.2208921,0.0037998946,0.84318686,1.5733024,0.807097,-0.48327792,-0.80789655,-0.8657797,1.6786793,0.9003718,0.28342834,0.41719452,-1.4027466,-0.21444608,0.38860184,0.608346,-0.8665827,-0.3949002,0.89097524,-0.6066475,-0.6849269,0.11357241,0.09487667,0.56665653,0.86868167,-0.76180756,-0.84698623,-0.45748383,0.35381204,1.1599075,-1.2544832,-0.19715089,-0.18955235,-0.32321823,-0.8561832,-0.39619982,1.0546324,-0.004399851,-0.22464313,0.06788386,-0.11237198,-0.025694584,-0.91547096,0.085978456,-0.75370723,-0.19045195,-0.6108463,-0.47877875,-0.8213912,0.77160496,-0.75161105,-0.24123986,-0.31631944,0.08487794,-0.21794544,0.13966477,0.025594885,0.028592221,0.35510883,-0.5536597,-0.62764186,-0.77590257,0.23324062,-0.1338668,1.5245146,-0.34801206,0.7897011,-0.74661106
